"Invoice Number","Originating Order Number",Store,"Customer ID",Date,"Grand Total",Subtotal,Shipping,"Tax Amount","Discount Amount","PayPal Trans ID",Qty
200029073,200031396,Retail,,"Nov 1, 2014 4:25:24 AM",$88.98,$79.98,$9.00,$0.00,$0.00,6WV04448L14973918,4.0000
200029074,200031397,Retail,,"Nov 1, 2014 6:29:36 AM",$70.99,$59.99,$11.00,$0.00,$0.00,2B492254YT861292J,4.0000
200029075,200031398,Retail,,"Nov 1, 2014 6:34:34 AM",$46.99,$39.99,$7.00,$0.00,$0.00,0EH21979S2120705A,2.0000
200029076,200031399,Retail,,"Nov 1, 2014 9:09:59 AM",$46.99,$39.99,$7.00,$0.00,$0.00,93599082HC4852248,2.0000
200029077,200031400,Retail,,"Nov 1, 2014 9:26:18 AM",$48.99,$39.99,$9.00,$0.00,$0.00,1LE26189171661440,2.0000
200029078,200031401,Retail,,"Nov 1, 2014 11:43:02 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2D474745CM1238521,2.0000
200029079,200031402,Retail,,"Nov 1, 2014 2:04:24 PM",$46.99,$39.99,$7.00,$0.00,$0.00,16776791SV335062R,2.0000
200029080,200031405,Retail,,"Nov 1, 2014 8:10:34 PM",$48.99,$39.99,$9.00,$0.00,$0.00,7EW16032RS7260357,2.0000
200029081,200031407,Retail,,"Nov 1, 2014 11:12:56 PM",$48.99,$39.99,$9.00,$0.00,$0.00,97F34535FK2710058,2.0000
200029082,200031408,Retail,,"Nov 2, 2014 3:21:43 AM",$74.99,$39.99,$35.00,$0.00,$0.00,0XV31643C30748623,2.0000
200029083,200031409,Retail,,"Nov 2, 2014 7:41:43 AM",$46.99,$39.99,$7.00,$0.00,$0.00,3AR933272K4580748,2.0000
200029084,200031410,Retail,,"Nov 2, 2014 8:05:19 AM",$48.99,$39.99,$9.00,$0.00,$0.00,7HB560835E516800H,2.0000
200029085,200031411,Retail,,"Nov 2, 2014 8:35:53 AM",$48.99,$39.99,$9.00,$0.00,$0.00,0RS96004UD278505W,2.0000
200029086,200031412,Retail,,"Nov 2, 2014 8:49:03 AM",$57.98,$49.98,$8.00,$0.00,$0.00,6XN80543GS979833E,4.0000
200029087,200031413,Retail,,"Nov 2, 2014 1:09:27 PM",$46.99,$39.99,$7.00,$0.00,$0.00,8RH056666W7869013,2.0000
200029088,200031416,Retail,,"Nov 2, 2014 6:14:07 PM",$46.99,$39.99,$7.00,$0.00,$0.00,35C80239SY667240X,2.0000
200029089,200031417,Retail,,"Nov 2, 2014 7:34:22 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9DP52369BU075163D,2.0000
200029090,200031418,Retail,4532,"Nov 2, 2014 10:39:13 PM",$92.98,$79.98,$13.00,$0.00,$0.00,2FD017432R5259841,5.0000
200029091,200031419,Retail,,"Nov 3, 2014 7:16:06 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2YP29037T95130947,2.0000
200029092,200031420,Retail,,"Nov 3, 2014 8:01:11 AM",$46.99,$39.99,$7.00,$0.00,$0.00,8XD26540DB9777036,2.0000
250005892,250006101,Wholesale,1115,"Nov 3, 2014 8:12:40 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
200029093,200031421,Retail,4533,"Nov 3, 2014 11:03:11 AM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200029094,200031423,Retail,,"Nov 3, 2014 12:20:51 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9L199675RB0590745,3.0000
200029095,200031424,Retail,,"Nov 3, 2014 1:34:39 PM",$48.99,$39.99,$9.00,$0.00,$0.00,80M78689EB3208528,2.0000
200029096,200031425,Retail,,"Nov 3, 2014 2:29:54 PM",$70.97,$59.97,$11.00,$0.00,$0.00,3K9871034G366314N,6.0000
200029097,200031426,Retail,1453,"Nov 3, 2014 3:28:44 PM",$480.00,$480.00,$0.00,$0.00,$0.00,,30.0000
300000190,300000231,International,1715,"Nov 3, 2014 3:29:34 PM","$2,048.00","$2,048.00",$0.00,$0.00,$0.00,,128.0000
200029098,200031427,Retail,,"Nov 3, 2014 3:56:23 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3A580869WU6061710,2.0000
250005893,250006102,Wholesale,3994,"Nov 3, 2014 4:40:16 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250005894,250006103,Wholesale,3994,"Nov 3, 2014 4:40:21 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250005895,250006104,Wholesale,3994,"Nov 3, 2014 4:40:23 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250005896,250006105,Wholesale,3994,"Nov 3, 2014 4:40:27 PM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250005897,250006106,Wholesale,3994,"Nov 3, 2014 4:40:29 PM",$640.00,$640.00,$0.00,$0.00,$0.00,,32.0000
250005898,250006107,Wholesale,3994,"Nov 3, 2014 4:40:32 PM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250005899,250006108,Wholesale,3994,"Nov 3, 2014 4:40:34 PM",$640.00,$640.00,$0.00,$0.00,$0.00,,32.0000
250005900,250006109,Wholesale,3994,"Nov 3, 2014 4:40:37 PM",$720.00,$720.00,$0.00,$0.00,$0.00,,36.0000
250005901,250006110,Wholesale,3994,"Nov 3, 2014 4:40:39 PM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250005902,250006111,Wholesale,3994,"Nov 3, 2014 4:40:42 PM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250005903,250006112,Wholesale,3994,"Nov 3, 2014 4:40:44 PM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250005904,250006113,Wholesale,3994,"Nov 3, 2014 4:40:47 PM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250005905,250006114,Wholesale,3994,"Nov 3, 2014 4:40:50 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250005906,250006115,Wholesale,3994,"Nov 3, 2014 4:40:52 PM",$880.00,$880.00,$0.00,$0.00,$0.00,,44.0000
250005907,250006116,Wholesale,3994,"Nov 3, 2014 4:40:55 PM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250005908,250006117,Wholesale,3994,"Nov 3, 2014 4:40:58 PM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250005909,250006118,Wholesale,3994,"Nov 3, 2014 4:41:00 PM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250005910,250006119,Wholesale,3994,"Nov 3, 2014 4:41:03 PM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250005911,250006120,Wholesale,3994,"Nov 3, 2014 4:41:05 PM",$640.00,$640.00,$0.00,$0.00,$0.00,,32.0000
250005912,250006121,Wholesale,3994,"Nov 3, 2014 4:41:08 PM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250005913,250006122,Wholesale,3994,"Nov 3, 2014 4:41:11 PM","$1,040.00","$1,040.00",$0.00,$0.00,$0.00,,52.0000
250005914,250006123,Wholesale,3994,"Nov 3, 2014 4:41:14 PM","$1,440.00","$1,440.00",$0.00,$0.00,$0.00,,72.0000
250005915,250006124,Wholesale,3994,"Nov 3, 2014 4:41:16 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250005916,250006125,Wholesale,3994,"Nov 3, 2014 4:41:19 PM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250005917,250006126,Wholesale,3994,"Nov 3, 2014 4:41:22 PM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250005918,250006127,Wholesale,3994,"Nov 3, 2014 4:41:24 PM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250005919,250006128,Wholesale,3994,"Nov 3, 2014 4:41:27 PM","$1,840.00","$1,840.00",$0.00,$0.00,$0.00,,92.0000
250005920,250006129,Wholesale,3994,"Nov 3, 2014 4:41:30 PM","$3,680.00","$3,680.00",$0.00,$0.00,$0.00,,184.0000
200029099,200031428,Retail,,"Nov 3, 2014 5:34:31 PM",$59.99,$39.99,$20.00,$0.00,$0.00,7S116166JG651133W,3.0000
200029100,200031429,Retail,,"Nov 3, 2014 7:12:40 PM",$59.99,$39.99,$20.00,$0.00,$0.00,6PB48131N8237345F,2.0000
200029101,200031430,Retail,,"Nov 4, 2014 2:57:59 AM",$70.99,$39.99,$35.00,$0.00,$4.00,9DB49811B6986423D,2.0000
200029102,200031431,Retail,,"Nov 4, 2014 5:42:19 AM",$46.99,$39.99,$7.00,$0.00,$0.00,64U66270JD186051K,3.0000
200029103,200031432,Retail,4536,"Nov 4, 2014 8:06:22 AM",$52.98,$49.98,$8.00,$0.00,$5.00,67T03252TE2923137,4.0000
200029104,200031433,Retail,,"Nov 4, 2014 1:54:38 PM",$74.99,$39.99,$35.00,$0.00,$0.00,5UB00715PP8252111,2.0000
200029105,200031434,Retail,,"Nov 4, 2014 6:24:48 PM",$46.99,$39.99,$7.00,$0.00,$0.00,87S278893B147442X,2.0000
200029106,200031435,Retail,,"Nov 4, 2014 8:43:53 PM",$48.99,$39.99,$9.00,$0.00,$0.00,0K3229885U577641T,2.0000
200029107,200031436,Retail,,"Nov 4, 2014 9:05:15 PM",$59.99,$39.99,$20.00,$0.00,$0.00,0MY19881YK818141L,2.0000
200029108,200031437,Retail,4542,"Nov 4, 2014 9:39:15 PM",$92.98,$79.98,$13.00,$0.00,$0.00,0NX71995B4480194M,4.0000
250005921,250006130,Wholesale,766,"Nov 5, 2014 7:43:22 AM",$267.30,$240.00,$27.30,$0.00,$0.00,9LR33894SP5030304,15.0000
250005922,250006131,Wholesale,850,"Nov 5, 2014 8:17:47 AM",$800.00,$800.00,$0.00,$0.00,$0.00,,40.0000
250005923,250006132,Wholesale,850,"Nov 5, 2014 8:17:52 AM","$3,920.00","$3,920.00",$0.00,$0.00,$0.00,,196.0000
250005924,250006133,Wholesale,850,"Nov 5, 2014 8:17:55 AM","$1,360.00","$1,360.00",$0.00,$0.00,$0.00,,68.0000
250005925,250006134,Wholesale,850,"Nov 5, 2014 8:17:58 AM",$880.00,$880.00,$0.00,$0.00,$0.00,,44.0000
200029109,200031439,Retail,,"Nov 5, 2014 10:55:41 AM",$130.96,$119.96,$11.00,$0.00,$0.00,5W027607YX9117149,10.0000
250005926,250006135,Wholesale,778,"Nov 5, 2014 11:41:44 AM",$506.00,$454.00,$52.00,$0.00,$0.00,4LH376008T173180P,38.0000
200029110,200031440,Retail,,"Nov 5, 2014 11:42:56 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2SY74055W77478505,2.0000
250005927,250006136,Wholesale,1072,"Nov 5, 2014 11:46:54 AM",$267.30,$240.00,$27.30,$0.00,$0.00,6GK494229N6267947,15.0000
200029111,200031441,Retail,,"Nov 5, 2014 12:52:53 PM",$48.99,$39.99,$9.00,$0.00,$0.00,1NJ97813088441336,2.0000
200029112,200031442,Retail,,"Nov 5, 2014 2:06:41 PM",$67.99,$59.99,$8.00,$0.00,$0.00,3XD80327A78085012,4.0000
200029113,200031443,Retail,,"Nov 5, 2014 2:57:22 PM",$48.99,$39.99,$9.00,$0.00,$0.00,25R10444WR825213T,3.0000
200029114,200031444,Retail,,"Nov 5, 2014 2:59:18 PM",$84.99,$59.99,$25.00,$0.00,$0.00,6M554843U3060923W,5.0000
200029115,200031446,Retail,,"Nov 5, 2014 4:29:18 PM",$42.99,$39.99,$7.00,$0.00,$4.00,5TS658839R657972V,2.0000
200029116,200031445,Retail,,"Nov 5, 2014 4:40:52 PM",$59.99,$39.99,$20.00,$0.00,$0.00,4FK79263MG5802634,2.0000
200029117,200031447,Retail,4548,"Nov 5, 2014 4:57:44 PM",$70.99,$59.99,$11.00,$0.00,$0.00,6ME279095T529240L,5.0000
200029118,200031448,Retail,4549,"Nov 5, 2014 7:18:45 PM",$59.99,$39.99,$20.00,$0.00,$0.00,2VU509435S142901N,3.0000
200029119,200031450,Retail,,"Nov 6, 2014 3:08:12 AM",$74.99,$39.99,$35.00,$0.00,$0.00,93W61474VW834825S,2.0000
200029120,200031451,Retail,4551,"Nov 6, 2014 7:33:58 AM",$70.97,$59.97,$11.00,$0.00,$0.00,04F30700P1089382Y,6.0000
300000191,300000232,International,4494,"Nov 6, 2014 8:11:04 AM","$1,600.00","$1,600.00",$0.00,$0.00,$0.00,,100.0000
250005928,250006137,Wholesale,1115,"Nov 6, 2014 8:14:33 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
200029121,200031452,Retail,,"Nov 6, 2014 9:08:38 AM",$42.99,$39.99,$7.00,$0.00,$4.00,26F37413RL917391Y,2.0000
200029122,200031453,Retail,4552,"Nov 6, 2014 10:23:59 AM",$69.98,$49.98,$25.00,$0.00,$5.00,38K18628DA560600B,3.0000
200029123,200031454,Retail,,"Nov 6, 2014 10:35:56 AM",$46.99,$39.99,$7.00,$0.00,$0.00,1WE91450KT7346643,2.0000
250005929,250006138,Wholesale,850,"Nov 6, 2014 11:13:09 AM","$6,000.00","$6,000.00",$0.00,$0.00,$0.00,,300.0000
300000192,300000233,International,1113,"Nov 6, 2014 12:39:28 PM","$3,987.38","$5,760.00",$0.00,$0.00,"$1,772.62",,384.0000
200029124,200031455,Retail,,"Nov 6, 2014 12:55:12 PM",$46.99,$39.99,$7.00,$0.00,$0.00,5RU48485YB3627708,3.0000
200029125,200031456,Retail,,"Nov 6, 2014 1:53:53 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3BC86910VU637212L,2.0000
200029126,200031457,Retail,4554,"Nov 6, 2014 1:56:16 PM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200029127,200031459,Retail,,"Nov 6, 2014 5:38:29 PM",$59.99,$39.99,$20.00,$0.00,$0.00,9FK132081G344035E,3.0000
200029128,200031460,Retail,,"Nov 6, 2014 7:29:50 PM",$60.99,$39.99,$21.00,$0.00,$0.00,05E52834U2746353J,2.0000
200029129,200031461,Retail,,"Nov 6, 2014 7:30:22 PM",$48.99,$39.99,$9.00,$0.00,$0.00,8TE50794K9833580T,3.0000
200029130,200031462,Retail,,"Nov 6, 2014 9:04:24 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9PM45169W4361542W,2.0000
200029131,200031463,Retail,,"Nov 6, 2014 9:18:52 PM",$46.99,$39.99,$7.00,$0.00,$0.00,8US1958879099554L,2.0000
200029132,200031464,Retail,,"Nov 6, 2014 11:17:56 PM",$67.99,$59.99,$8.00,$0.00,$0.00,0XM0995135332563V,4.0000
200029133,200031465,Retail,,"Nov 7, 2014 4:52:39 AM",$57.98,$49.98,$8.00,$0.00,$0.00,1NR0500874940392G,4.0000
200029134,200031466,Retail,,"Nov 7, 2014 6:12:19 AM",$48.99,$39.99,$9.00,$0.00,$0.00,493552771U698393K,3.0000
200029135,200031467,Retail,,"Nov 7, 2014 7:02:08 AM",$59.99,$39.99,$20.00,$0.00,$0.00,5BR77963EW825970A,2.0000
200029136,200031468,Retail,,"Nov 7, 2014 8:06:02 AM",$70.99,$59.99,$11.00,$0.00,$0.00,7M35237749835562R,4.0000
250005930,250006139,Wholesale,773,"Nov 7, 2014 8:48:55 AM",$356.40,$320.00,$36.40,$0.00,$0.00,0RS31661D24898541,20.0000
200029137,200031469,Retail,1793,"Nov 7, 2014 9:17:16 AM",$67.99,$59.99,$8.00,$0.00,$0.00,0UH73339DP332923A,4.0000
200029138,200031471,Retail,,"Nov 7, 2014 10:07:32 AM",$50.19,$39.99,$7.00,$3.20,$0.00,5XJ4761819595052M,3.0000
250005931,250006140,Wholesale,1162,"Nov 7, 2014 10:32:18 AM",$267.30,$240.00,$27.30,$0.00,$0.00,7EY83196CV601254U,15.0000
250005932,250006141,Wholesale,1115,"Nov 7, 2014 10:59:57 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250005933,250006142,Wholesale,2601,"Nov 7, 2014 11:01:11 AM",$238.70,$214.00,$24.70,$0.00,$0.00,4M128605MS052033X,23.0000
200029139,200031473,Retail,,"Nov 7, 2014 11:13:52 AM",$46.99,$39.99,$7.00,$0.00,$0.00,0UE8811710010490X,2.0000
200029140,200031474,Retail,,"Nov 7, 2014 12:27:54 PM",$60.98,$49.98,$11.00,$0.00,$0.00,4SD85445T3031524Y,4.0000
200029141,200031475,Retail,,"Nov 7, 2014 12:54:42 PM",$46.99,$39.99,$7.00,$0.00,$0.00,4V984732N57419345,3.0000
250005934,250006143,Wholesale,765,"Nov 7, 2014 1:13:15 PM",$267.30,$240.00,$27.30,$0.00,$0.00,04N89197P62035237,15.0000
200029142,200031476,Retail,,"Nov 7, 2014 1:46:36 PM",$48.99,$39.99,$9.00,$0.00,$0.00,3AL01707BY0927130,3.0000
200029143,200031477,Retail,,"Nov 7, 2014 4:49:40 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3MU997693G782142W,2.0000
250005935,250006144,Wholesale,2412,"Nov 7, 2014 5:21:06 PM",$299.20,$268.00,$31.20,$0.00,$0.00,7RJ84723P21361831,36.0000
200029144,200031478,Retail,,"Nov 7, 2014 6:35:40 PM",$88.98,$79.98,$9.00,$0.00,$0.00,28B262561G8469549,4.0000
200029145,200031479,Retail,,"Nov 7, 2014 8:29:42 PM",$59.99,$39.99,$20.00,$0.00,$0.00,7P475879HM6065736,3.0000
200029146,200031480,Retail,,"Nov 7, 2014 8:32:07 PM",$0.00,$39.99,$9.00,$0.00,$48.99,,2.0000
200029147,200031481,Retail,,"Nov 7, 2014 8:41:49 PM",$50.19,$39.99,$7.00,$3.20,$0.00,5CV044841A566944A,2.0000
200029148,200031482,Retail,,"Nov 8, 2014 4:31:44 AM",$74.99,$39.99,$35.00,$0.00,$0.00,96978794NB4726635,3.0000
200029149,200031483,Retail,,"Nov 8, 2014 5:11:20 AM",$46.99,$39.99,$7.00,$0.00,$0.00,3UA457757F3185547,2.0000
250005936,250006145,Wholesale,1248,"Nov 8, 2014 6:34:06 AM",$89.10,$80.00,$9.10,$0.00,$0.00,1KN87324NL0164326,5.0000
200029150,200031484,Retail,,"Nov 8, 2014 6:40:36 AM",$57.98,$49.98,$8.00,$0.00,$0.00,8BH4175960503153W,4.0000
200029151,200031485,Retail,,"Nov 8, 2014 9:16:05 AM",$84.97,$59.97,$25.00,$0.00,$0.00,0B474168LG085972E,5.0000
200029152,200031486,Retail,,"Nov 8, 2014 12:09:17 PM",$62.99,$54.99,$8.00,$0.00,$0.00,77L60119XH7546504,5.0000
200029153,200031487,Retail,,"Nov 8, 2014 5:31:36 PM",$42.99,$39.99,$7.00,$0.00,$4.00,30E22629SH7678032,2.0000
200029154,200031488,Retail,,"Nov 8, 2014 7:10:04 PM",$46.99,$39.99,$7.00,$0.00,$0.00,41551638VE367204E,2.0000
200029155,200031489,Retail,,"Nov 8, 2014 10:09:17 PM",$59.99,$39.99,$20.00,$0.00,$0.00,4JR340194H421545B,2.0000
200029156,200031492,Retail,,"Nov 9, 2014 9:48:51 AM",$57.98,$49.98,$8.00,$0.00,$0.00,0D508242L8082481X,4.0000
200029157,200031493,Retail,,"Nov 9, 2014 12:07:16 PM",$74.99,$39.99,$35.00,$0.00,$0.00,9TV16501UJ079220T,2.0000
200029158,200031494,Retail,,"Nov 9, 2014 1:20:41 PM",$46.99,$39.99,$7.00,$0.00,$0.00,09257475X2154241S,3.0000
