"Invoice Number","Originating Order Number",Store,"Customer ID",Date,"Grand Total",Subtotal,Shipping,"Tax Amount","Discount Amount","PayPal Trans ID",Qty
250006244,250006481,Wholesale,3994,"Jan 2, 2015 3:41:10 PM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006245,250006470,Wholesale,3994,"Jan 2, 2015 3:41:11 PM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006246,250006467,Wholesale,3994,"Jan 2, 2015 3:41:12 PM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006247,250006468,Wholesale,3994,"Jan 2, 2015 3:41:12 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006248,250006469,Wholesale,3994,"Jan 2, 2015 3:41:35 PM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006249,250006463,Wholesale,3994,"Jan 2, 2015 3:41:36 PM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006250,250006464,Wholesale,3994,"Jan 2, 2015 3:41:37 PM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006251,250006465,Wholesale,3994,"Jan 2, 2015 3:41:37 PM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006252,250006466,Wholesale,3994,"Jan 2, 2015 3:41:38 PM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250006253,250006459,Wholesale,3994,"Jan 2, 2015 3:41:39 PM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006254,250006460,Wholesale,3994,"Jan 2, 2015 3:41:39 PM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006255,250006461,Wholesale,3994,"Jan 2, 2015 3:41:40 PM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006256,250006462,Wholesale,3994,"Jan 2, 2015 3:41:41 PM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006257,250006454,Wholesale,3994,"Jan 2, 2015 3:41:42 PM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006258,250006455,Wholesale,3994,"Jan 2, 2015 3:41:42 PM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006259,250006456,Wholesale,3994,"Jan 2, 2015 3:41:43 PM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006260,250006457,Wholesale,3994,"Jan 2, 2015 3:41:44 PM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006261,250006458,Wholesale,3994,"Jan 2, 2015 3:41:44 PM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006262,250006425,Wholesale,850,"Jan 2, 2015 3:41:45 PM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006263,250006542,Wholesale,1587,"Jan 2, 2015 4:23:08 PM",$460.60,$454.00,$52.00,$0.00,$45.40,7LK44193TP931211U,38.0000
200029865,200032277,Retail,,"Jan 2, 2015 4:37:11 PM",$88.98,$79.98,$9.00,$0.00,$0.00,8LF34938MM8839529,4.0000
200029866,200032278,Retail,,"Jan 2, 2015 6:39:45 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1A620799D7651064J,2.0000
200029867,200032279,Retail,,"Jan 3, 2015 3:35:42 AM",$88.99,$39.99,$49.00,$0.00,$0.00,6J093938RV882880K,2.0000
250006264,250006543,Wholesale,793,"Jan 3, 2015 7:21:30 AM",$440.38,$454.00,$0.00,$0.00,$13.62,8GK298865F125682U,38.0000
200029868,200032280,Retail,,"Jan 3, 2015 9:37:27 AM",$48.99,$39.99,$9.00,$0.00,$0.00,5K6790908W2991541,2.0000
200029869,200032281,Retail,,"Jan 3, 2015 10:42:49 AM",$46.99,$39.99,$7.00,$0.00,$0.00,0B1123379M577514X,2.0000
200029870,200032282,Retail,,"Jan 3, 2015 11:02:08 AM",$46.99,$39.99,$7.00,$0.00,$0.00,0HL215116K3390618,2.0000
200029871,200032284,Retail,,"Jan 3, 2015 11:20:53 AM",$48.99,$39.99,$9.00,$0.00,$0.00,2T503307R2638541F,2.0000
200029872,200032285,Retail,,"Jan 3, 2015 12:21:53 PM",$58.98,$49.98,$9.00,$0.00,$0.00,1VU95233Y7267910N,5.0000
200029873,200032286,Retail,,"Jan 3, 2015 1:02:23 PM",$68.99,$59.99,$9.00,$0.00,$0.00,6UL84723NE9361259,4.0000
200029874,200032287,Retail,,"Jan 3, 2015 1:10:32 PM",$68.99,$59.99,$9.00,$0.00,$0.00,18112121E0315922W,5.0000
200029875,200032289,Retail,,"Jan 3, 2015 2:17:59 PM",$66.99,$59.99,$7.00,$0.00,$0.00,91541311XA950270T,5.0000
200029876,200032290,Retail,,"Jan 3, 2015 2:20:47 PM",$48.99,$39.99,$9.00,$0.00,$0.00,32492745DJ637411W,2.0000
200029877,200032291,Retail,,"Jan 3, 2015 5:13:51 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9N440077KS884451A,3.0000
200029878,200032292,Retail,,"Jan 3, 2015 5:45:21 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9TB209512D299313M,2.0000
200029879,200032293,Retail,4687,"Jan 3, 2015 5:46:23 PM",$48.99,$39.99,$9.00,$0.00,$0.00,5VF68348YB101545S,2.0000
200029880,200032294,Retail,,"Jan 3, 2015 6:40:15 PM",$68.99,$59.99,$9.00,$0.00,$0.00,5R124066F7432013V,5.0000
200029881,200032295,Retail,,"Jan 3, 2015 6:49:55 PM",$46.99,$39.99,$7.00,$0.00,$0.00,6R6909606K8069141,2.0000
200029882,200032296,Retail,,"Jan 3, 2015 7:04:40 PM",$46.99,$39.99,$7.00,$0.00,$0.00,2738871250688362U,2.0000
200029883,200032297,Retail,,"Jan 3, 2015 7:09:43 PM",$66.99,$59.99,$7.00,$0.00,$0.00,70639442HJ792910A,4.0000
200029884,200032298,Retail,,"Jan 3, 2015 10:43:08 PM",$46.99,$39.99,$7.00,$0.00,$0.00,0DG46834PX847743N,2.0000
200029885,200032300,Retail,,"Jan 4, 2015 10:08:44 AM",$71.77,$59.97,$7.00,$4.80,$0.00,4DW98129DB3184054,7.0000
200029886,200032301,Retail,,"Jan 4, 2015 11:15:08 AM",$59.99,$39.99,$20.00,$0.00,$0.00,2RX35007KA242320G,2.0000
200029887,200032302,Retail,,"Jan 4, 2015 3:04:37 PM",$108.98,$99.98,$9.00,$0.00,$0.00,65E36467RT075351A,7.0000
200029888,200032303,Retail,,"Jan 4, 2015 4:22:46 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9E050643WM5460907,2.0000
200029889,200032304,Retail,,"Jan 4, 2015 7:38:19 PM",$74.98,$49.98,$25.00,$0.00,$0.00,2ET4206341616653L,3.0000
250006265,250006546,Wholesale,855,"Jan 5, 2015 9:43:39 AM",$158.20,$140.00,$18.20,$0.00,$0.00,99860759X0752101G,10.0000
200029890,200032305,Retail,,"Jan 5, 2015 11:58:32 AM",$44.99,$39.99,$9.00,$0.00,$4.00,7KG88308173935402,3.0000
200029891,200032306,Retail,,"Jan 5, 2015 12:12:17 PM",$48.99,$39.99,$9.00,$0.00,$0.00,4TL626341V828234S,2.0000
300000196,300000240,International,4688,"Jan 5, 2015 3:13:27 PM",$472.00,$300.00,$172.00,$0.00,$0.00,,12.0000
200029892,200032308,Retail,,"Jan 5, 2015 4:10:40 PM",$178.95,$109.95,$69.00,$0.00,$0.00,1DU49563UU6580408,10.0000
200029893,200032309,Retail,4689,"Jan 5, 2015 4:35:46 PM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200029894,200032311,Retail,4690,"Jan 5, 2015 5:58:06 PM",$42.99,$39.99,$7.00,$0.00,$4.00,48590815N22384826,2.0000
200029895,200032312,Retail,4691,"Jan 5, 2015 6:04:19 PM",$46.99,$39.99,$7.00,$0.00,$0.00,10X313716H992610L,2.0000
200029896,200032313,Retail,,"Jan 5, 2015 11:58:44 PM",$48.99,$39.99,$9.00,$0.00,$0.00,5S89633189035822G,2.0000
200029897,200032314,Retail,,"Jan 6, 2015 6:59:14 AM",$60.99,$39.99,$21.00,$0.00,$0.00,935475862P8836829,3.0000
250006266,250006544,Wholesale,1115,"Jan 6, 2015 8:47:59 AM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250006267,250006540,Wholesale,1115,"Jan 6, 2015 8:48:00 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006268,250006512,Wholesale,3994,"Jan 6, 2015 8:48:01 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006269,250006513,Wholesale,3994,"Jan 6, 2015 8:48:01 AM",$294.00,$294.00,$0.00,$0.00,$0.00,,24.0000
250006270,250006508,Wholesale,3994,"Jan 6, 2015 8:48:02 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006271,250006509,Wholesale,3994,"Jan 6, 2015 8:48:03 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006272,250006510,Wholesale,3994,"Jan 6, 2015 8:48:04 AM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250006273,250006511,Wholesale,3994,"Jan 6, 2015 8:48:04 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006274,250006504,Wholesale,3994,"Jan 6, 2015 8:48:05 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006275,250006505,Wholesale,3994,"Jan 6, 2015 8:48:06 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006276,250006506,Wholesale,3994,"Jan 6, 2015 8:48:06 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006277,250006507,Wholesale,3994,"Jan 6, 2015 8:48:07 AM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250006278,250006500,Wholesale,3994,"Jan 6, 2015 8:48:08 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006279,250006501,Wholesale,3994,"Jan 6, 2015 8:48:09 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006280,250006502,Wholesale,3994,"Jan 6, 2015 8:48:09 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006281,250006503,Wholesale,3994,"Jan 6, 2015 8:48:10 AM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250006282,250006495,Wholesale,3994,"Jan 6, 2015 8:48:11 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006283,250006496,Wholesale,3994,"Jan 6, 2015 8:48:12 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006284,250006497,Wholesale,3994,"Jan 6, 2015 8:48:12 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006285,250006498,Wholesale,3994,"Jan 6, 2015 8:48:13 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006286,250006499,Wholesale,3994,"Jan 6, 2015 8:48:26 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006287,250006494,Wholesale,3994,"Jan 6, 2015 8:48:27 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006288,250006426,Wholesale,850,"Jan 6, 2015 8:48:28 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
200029898,200032316,Retail,,"Jan 6, 2015 9:03:22 AM",$48.99,$39.99,$9.00,$0.00,$0.00,8ES57836HV524900J,2.0000
200029899,200032317,Retail,,"Jan 6, 2015 9:47:35 AM",$42.99,$39.99,$7.00,$0.00,$4.00,40138014MN0253249,2.0000
200029900,200032318,Retail,,"Jan 6, 2015 9:58:24 AM",$46.99,$39.99,$7.00,$0.00,$0.00,3YN744339J379941V,2.0000
200029901,200032319,Retail,,"Jan 6, 2015 11:07:03 AM",$48.99,$39.99,$9.00,$0.00,$0.00,29J50698EF4773731,2.0000
200029902,200032320,Retail,4693,"Jan 6, 2015 1:30:38 PM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200029903,200032321,Retail,,"Jan 6, 2015 2:08:23 PM",$46.99,$39.99,$7.00,$0.00,$0.00,0TT9590670793371F,2.0000
200029904,200032323,Retail,1229,"Jan 6, 2015 3:49:45 PM",$0.00,$0.00,$0.00,$0.00,$0.00,,60.0000
200029905,200032324,Retail,1229,"Jan 6, 2015 3:50:40 PM",$0.00,$0.00,$0.00,$0.00,$0.00,,20.0000
200029906,200032325,Retail,,"Jan 6, 2015 3:51:55 PM",$46.99,$39.99,$7.00,$0.00,$0.00,0UF71454KW858591G,2.0000
200029907,200032326,Retail,,"Jan 6, 2015 4:15:09 PM",$46.99,$39.99,$7.00,$0.00,$0.00,2MU77852HE909710L,2.0000
200029908,200032327,Retail,,"Jan 6, 2015 5:15:18 PM",$48.99,$39.99,$9.00,$0.00,$0.00,05H11735XE8953744,2.0000
200029909,200032328,Retail,,"Jan 6, 2015 5:16:25 PM",$46.99,$39.99,$7.00,$0.00,$0.00,31S52989037392134,3.0000
200029910,200032329,Retail,4696,"Jan 6, 2015 5:17:30 PM",$46.99,$39.99,$7.00,$0.00,$0.00,57P889944P864803X,2.0000
200029911,200032330,Retail,,"Jan 6, 2015 6:21:09 PM",$48.99,$39.99,$9.00,$0.00,$0.00,43593733P6586392K,3.0000
200029912,200032331,Retail,,"Jan 6, 2015 11:18:36 PM",$56.98,$49.98,$7.00,$0.00,$0.00,0EP3636940855590N,4.0000
200029913,200032333,Retail,,"Jan 7, 2015 5:05:52 AM",$56.98,$49.98,$7.00,$0.00,$0.00,95941074XD175592S,4.0000
200029914,200032334,Retail,,"Jan 7, 2015 6:01:30 AM",$48.99,$39.99,$9.00,$0.00,$0.00,2SP02750A6045425B,2.0000
200029915,200032335,Retail,,"Jan 7, 2015 6:55:00 AM",$46.99,$39.99,$7.00,$0.00,$0.00,1XA6519933970260C,2.0000
200029916,200032336,Retail,,"Jan 7, 2015 7:38:49 AM",$48.99,$39.99,$9.00,$0.00,$0.00,3B611097PH2245545,2.0000
200029917,200032337,Retail,,"Jan 7, 2015 9:29:40 AM",$67.31,$59.99,$9.00,$4.32,$6.00,81Y19190B6040094S,4.0000
200029918,200032338,Retail,,"Jan 7, 2015 9:40:15 AM",$62.98,$59.97,$9.00,$0.00,$5.99,00007704D3373070H,4.0000
200029919,200032339,Retail,,"Jan 7, 2015 10:17:42 AM",$60.99,$39.99,$21.00,$0.00,$0.00,3FT47761PF633724X,2.0000
200029920,200032340,Retail,4699,"Jan 7, 2015 10:29:18 AM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200029921,200032341,Retail,,"Jan 7, 2015 10:30:40 AM",$48.99,$39.99,$9.00,$0.00,$0.00,387334604N392922J,3.0000
200029922,200032342,Retail,,"Jan 7, 2015 10:30:50 AM",$46.99,$39.99,$7.00,$0.00,$0.00,1MG07923UB583163P,2.0000
250006289,250006595,Wholesale,4081,"Jan 7, 2015 12:18:35 PM",$238.70,$214.00,$24.70,$0.00,$0.00,50041170KG774120R,23.0000
200029923,200032343,Retail,,"Jan 7, 2015 12:19:09 PM",$48.99,$39.99,$9.00,$0.00,$0.00,38E23782FP1864640,2.0000
200029924,200032344,Retail,,"Jan 7, 2015 1:22:44 PM",$46.99,$39.99,$7.00,$0.00,$0.00,4NP128696T190270D,2.0000
250006290,250006596,Wholesale,4700,"Jan 7, 2015 2:47:53 PM",$180.80,$160.00,$20.80,$0.00,$0.00,4TA54107FP7028938,11.0000
200029925,200032345,Retail,,"Jan 7, 2015 3:26:59 PM",$46.99,$39.99,$7.00,$0.00,$0.00,2J008376HD622694X,2.0000
200029926,200032346,Retail,,"Jan 7, 2015 4:08:04 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1A9099742E515684N,2.0000
200029927,200032348,Retail,,"Jan 7, 2015 5:30:23 PM",$48.99,$39.99,$9.00,$0.00,$0.00,0W7701340S778500B,2.0000
200029928,200032349,Retail,,"Jan 7, 2015 6:54:04 PM",$46.99,$39.99,$7.00,$0.00,$0.00,5XE10732LV469113J,2.0000
200029929,200032350,Retail,,"Jan 7, 2015 7:06:14 PM",$71.79,$59.99,$7.00,$4.80,$0.00,44S69939TC673335H,5.0000
200029930,200032351,Retail,,"Jan 7, 2015 8:43:50 PM",$48.99,$39.99,$9.00,$0.00,$0.00,33313087R46755153,3.0000
200029931,200032352,Retail,,"Jan 7, 2015 8:51:32 PM",$46.99,$39.99,$7.00,$0.00,$0.00,17H74439WU922891N,3.0000
200029932,200032353,Retail,,"Jan 8, 2015 3:29:33 AM",$48.99,$39.99,$9.00,$0.00,$0.00,3FL63746SY3911139,2.0000
200029933,200032354,Retail,2791,"Jan 8, 2015 5:16:20 AM",$60.99,$59.99,$7.00,$0.00,$6.00,1NG76817EA588592S,5.0000
200029934,200032355,Retail,,"Jan 8, 2015 5:42:25 AM",$96.98,$89.98,$7.00,$0.00,$0.00,6XA43793Y6251483P,5.0000
200029935,200032356,Retail,,"Jan 8, 2015 10:36:19 AM",$138.98,$79.98,$59.00,$0.00,$0.00,1SA146068B3453115,4.0000
250006291,250006593,Wholesale,1115,"Jan 8, 2015 11:42:02 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006292,250006594,Wholesale,1115,"Jan 8, 2015 11:42:03 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006293,250006570,Wholesale,1115,"Jan 8, 2015 11:42:03 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
200029936,200032358,Retail,,"Jan 8, 2015 1:33:47 PM",$68.99,$59.99,$9.00,$0.00,$0.00,1WD334033X3135619,4.0000
200029937,200032359,Retail,1229,"Jan 8, 2015 3:07:31 PM",$0.00,$0.00,$0.00,$0.00,$0.00,,80.0000
200029938,200032360,Retail,1229,"Jan 8, 2015 3:18:13 PM",$0.00,$0.00,$0.00,$0.00,$0.00,,60.0000
200029939,200032361,Retail,,"Jan 8, 2015 3:53:34 PM",$68.99,$59.99,$9.00,$0.00,$0.00,02P42085R7735214N,4.0000
200029940,200032362,Retail,,"Jan 8, 2015 4:53:13 PM",$48.99,$39.99,$9.00,$0.00,$0.00,1P8807213Y090272F,2.0000
200029941,200032363,Retail,,"Jan 8, 2015 5:37:54 PM",$75.99,$39.99,$36.00,$0.00,$0.00,5S52757939781682B,2.0000
200029942,200032364,Retail,,"Jan 8, 2015 6:16:07 PM",$48.99,$39.99,$9.00,$0.00,$0.00,57U44840GF1511355,2.0000
200029943,200032366,Retail,,"Jan 8, 2015 8:08:58 PM",$53.98,$49.98,$9.00,$0.00,$5.00,06Y520510B865181X,4.0000
200029944,200032367,Retail,,"Jan 9, 2015 5:28:27 AM",$46.99,$39.99,$7.00,$0.00,$0.00,3W00806511748641Y,2.0000
250006294,250006604,Wholesale,1248,"Jan 9, 2015 5:57:43 AM",$89.10,$80.00,$9.10,$0.00,$0.00,79658263WA451901F,5.0000
200029945,200032368,Retail,,"Jan 9, 2015 6:23:24 AM",$48.99,$39.99,$9.00,$0.00,$0.00,74V069784J663812B,2.0000
200029946,200032369,Retail,,"Jan 9, 2015 6:49:51 AM",$46.99,$39.99,$7.00,$0.00,$0.00,60184944DF9046204,2.0000
250006295,250006603,Wholesale,1115,"Jan 9, 2015 8:05:28 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006296,250006600,Wholesale,1115,"Jan 9, 2015 8:05:29 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006297,250006601,Wholesale,1115,"Jan 9, 2015 8:05:32 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006298,250006602,Wholesale,1115,"Jan 9, 2015 8:05:33 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006299,250006598,Wholesale,1115,"Jan 9, 2015 8:05:33 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006300,250006599,Wholesale,1115,"Jan 9, 2015 8:05:34 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006301,250006597,Wholesale,1115,"Jan 9, 2015 8:05:35 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006302,250006571,Wholesale,3994,"Jan 9, 2015 8:05:35 AM","$1,440.00","$1,440.00",$0.00,$0.00,$0.00,,72.0000
200029947,200032371,Retail,,"Jan 9, 2015 12:03:48 PM",$48.99,$39.99,$9.00,$0.00,$0.00,8M3935263V321954C,2.0000
200029948,200032372,Retail,,"Jan 9, 2015 12:10:07 PM",$59.99,$39.99,$20.00,$0.00,$0.00,1CA115143T651780G,3.0000
250006303,250006608,Wholesale,1404,"Jan 9, 2015 12:24:54 PM",$267.30,$240.00,$27.30,$0.00,$0.00,9V984701NS991452S,15.0000
250006304,250006609,Wholesale,765,"Jan 9, 2015 12:45:28 PM",$644.44,$592.00,$70.20,$0.00,$17.76,6LF13018WF440915S,114.0000
200029949,200032373,Retail,,"Jan 9, 2015 1:00:09 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3GB91525BA852753U,2.0000
200029950,200032374,Retail,,"Jan 9, 2015 1:07:09 PM",$109.97,$79.97,$30.00,$0.00,$0.00,9AA784137X081724M,8.0000
200029951,200032375,Retail,,"Jan 9, 2015 1:09:23 PM",$46.99,$39.99,$7.00,$0.00,$0.00,7YT272079S666963L,2.0000
200029952,200032376,Retail,,"Jan 9, 2015 1:22:35 PM",$46.99,$39.99,$7.00,$0.00,$0.00,9UR436843E456973P,2.0000
200029953,200032377,Retail,,"Jan 9, 2015 1:32:47 PM",$59.99,$39.99,$20.00,$0.00,$0.00,6R6848537L767954N,2.0000
200029954,200032378,Retail,,"Jan 9, 2015 1:35:03 PM",$46.99,$39.99,$7.00,$0.00,$0.00,64V13796LY0973641,3.0000
200029955,200032379,Retail,,"Jan 9, 2015 1:56:06 PM",$99.99,$69.99,$30.00,$0.00,$0.00,2M1208499D2580525,5.0000
200029956,200032380,Retail,,"Jan 9, 2015 2:17:39 PM",$74.98,$49.98,$25.00,$0.00,$0.00,59750794PH7082047,4.0000
300000197,300000236,International,1542,"Jan 9, 2015 3:30:19 PM","$19,500.00","$19,500.00",$0.00,$0.00,$0.00,,1300.0000
200029957,200032382,Retail,,"Jan 9, 2015 3:44:24 PM",$50.19,$39.99,$7.00,$3.20,$0.00,7061404704194330T,2.0000
200029958,200032383,Retail,,"Jan 9, 2015 3:56:35 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1LA68746CJ1008000,2.0000
200029959,200032384,Retail,,"Jan 9, 2015 4:12:38 PM",$46.99,$39.99,$7.00,$0.00,$0.00,7PM43462CB792604P,2.0000
200029960,200032385,Retail,,"Jan 9, 2015 5:01:22 PM",$48.99,$39.99,$9.00,$0.00,$0.00,5XU94759HR673843M,2.0000
200029961,200032386,Retail,,"Jan 9, 2015 5:34:01 PM",$48.99,$39.99,$9.00,$0.00,$0.00,7P722842J3537980X,2.0000
200029962,200032387,Retail,,"Jan 9, 2015 5:34:06 PM",$46.99,$39.99,$7.00,$0.00,$0.00,85M16302M11517232,2.0000
200029963,200032388,Retail,,"Jan 9, 2015 5:47:06 PM",$48.99,$39.99,$9.00,$0.00,$0.00,941434805M871050D,3.0000
200029964,200032389,Retail,,"Jan 9, 2015 6:03:11 PM",$66.97,$59.97,$7.00,$0.00,$0.00,96P70974DF085913C,6.0000
200029965,200032390,Retail,,"Jan 9, 2015 7:16:03 PM",$48.99,$39.99,$9.00,$0.00,$0.00,9SR768391Y680794N,2.0000
200029966,200032391,Retail,,"Jan 9, 2015 8:35:35 PM",$48.99,$39.99,$9.00,$0.00,$0.00,9W161447UN512854D,2.0000
200029967,200032392,Retail,,"Jan 9, 2015 8:42:14 PM",$67.98,$58.98,$9.00,$0.00,$0.00,3WG29670HA410481H,5.0000
