"Invoice Number","Originating Order Number",Store,"Customer ID",Date,"Grand Total",Subtotal,Shipping,"Tax Amount","Discount Amount","PayPal Trans ID",Qty
100000001,100000003,Retail,,"Aug 24, 2011 1:06:14 AM",$84.90,$79.90,$5.00,$0.00,$0.00,3UC68790BN288721R,2.0000
100000002,100000004,Retail,,"Aug 24, 2011 5:54:04 PM",$63.65,$39.95,$20.00,$3.70,$0.00,53P97349XK7229536,1.0000
100000003,100000005,Retail,,"Aug 24, 2011 6:13:35 PM",$48.65,$39.95,$5.00,$3.70,$0.00,7VU42724JP082880F,1.0000
100000004,100000006,Retail,,"Aug 25, 2011 10:25:42 AM",$44.95,$39.95,$5.00,$0.00,$0.00,3MV49690P9729490F,1.0000
100000005,100000007,Retail,,"Aug 25, 2011 7:03:35 PM",$59.95,$39.95,$20.00,$0.00,$0.00,25P3713769165503T,1.0000
100000006,100000009,Retail,6,"Aug 26, 2011 2:30:26 AM",$44.95,$39.95,$5.00,$0.00,$0.00,0ME83947X8476543V,1.0000
100000007,100000010,Retail,,"Aug 26, 2011 4:42:15 PM",$41.76,$39.95,$5.00,$2.80,$5.99,3BX10585RT826463H,1.0000
200000002,200000003,Retail,,"Aug 27, 2011 12:44:10 AM",$44.95,$39.95,$5.00,$0.00,$0.00,5BL82371DN871173W,1.0000
200000003,200000005,Retail,,"Aug 29, 2011 9:14:06 PM",$53.25,$39.95,$10.00,$3.30,$0.00,1E113926TD6703208,1.0000
200000004,200000006,Retail,,"Aug 31, 2011 8:28:38 PM",$48.25,$39.95,$5.00,$3.30,$0.00,0JF2001991838372T,1.0000
200000005,200000007,Retail,7,"Aug 31, 2011 9:52:54 PM",$48.25,$39.95,$5.00,$3.30,$0.00,5TG81421UV8485332,1.0000
200000006,200000008,Retail,,"Sep 1, 2011 5:35:26 AM",$26.40,$39.95,$8.00,$1.40,$22.95,7XB158755V315324S,1.0000
200000007,200000009,Retail,,"Sep 1, 2011 6:03:40 AM",$25.00,$39.95,$8.00,$0.00,$22.95,5CU38731XP468454T,1.0000
200000008,200000010,Retail,,"Sep 2, 2011 5:49:56 PM",$47.95,$39.95,$8.00,$0.00,$0.00,7XE00977AN2149530,1.0000
200000009,200000011,Retail,,"Sep 2, 2011 5:54:17 PM",$47.95,$39.95,$8.00,$0.00,$0.00,75Y98095T2324841M,1.0000
200000010,200000015,Retail,,"Sep 4, 2011 12:55:38 AM",$87.90,$79.90,$8.00,$0.00,$0.00,0HM58420FB600125U,2.0000
200000011,200000016,Retail,,"Sep 4, 2011 2:08:22 AM",$47.95,$39.95,$8.00,$0.00,$0.00,5NA506224V6986721,1.0000
200000012,200000017,Retail,,"Sep 5, 2011 4:57:55 PM",$47.95,$39.95,$8.00,$0.00,$0.00,9BG53782N1893721G,1.0000
200000013,200000018,Retail,,"Sep 5, 2011 7:26:47 PM",$47.95,$39.95,$8.00,$0.00,$0.00,6UC01301L85833615,1.0000
200000014,200000024,Retail,,"Sep 6, 2011 7:05:43 PM",$47.95,$39.95,$8.00,$0.00,$0.00,6BN57240HK112763G,1.0000
200000015,200000025,Retail,,"Sep 7, 2011 12:53:19 AM",$50.95,$39.95,$11.00,$0.00,$0.00,5U370230XH090582N,1.0000
200000016,200000026,Retail,,"Sep 7, 2011 1:45:09 PM",$47.95,$39.95,$8.00,$0.00,$0.00,7AF098196Y6844015,1.0000
200000017,200000027,Retail,,"Sep 7, 2011 1:50:24 PM",$47.95,$39.95,$8.00,$0.00,$0.00,7F7390182M575035K,1.0000
200000018,200000028,Retail,,"Sep 7, 2011 6:59:00 PM",$47.95,$39.95,$8.00,$0.00,$0.00,1W838537RW189221U,1.0000
200000019,200000031,Retail,19,"Sep 9, 2011 5:30:10 PM",$0.00,$39.95,$8.00,$0.00,$47.95,,1.0000
