"Invoice Number","Originating Order Number",Store,"Customer ID",Date,"Grand Total",Subtotal,Shipping,"Tax Amount","Discount Amount","PayPal Trans ID",Qty
200030899,200033415,Retail,,"Mar 1, 2015 4:21:15 AM",$68.99,$59.99,$9.00,$0.00,$0.00,5YX67952LJ789381P,4.0000
200030900,200033416,Retail,,"Mar 1, 2015 5:45:12 AM",$56.98,$49.98,$7.00,$0.00,$0.00,0TJ44612XT2340619,4.0000
200030901,200033418,Retail,,"Mar 1, 2015 6:05:21 AM",$48.99,$39.99,$9.00,$0.00,$0.00,0XJ72338MT229850U,2.0000
200030902,200033419,Retail,,"Mar 1, 2015 6:32:23 AM",$48.99,$39.99,$9.00,$0.00,$0.00,14N31948338336203,2.0000
200030903,200033420,Retail,,"Mar 1, 2015 7:33:13 AM",$68.99,$59.99,$9.00,$0.00,$0.00,2E417655WW6215923,4.0000
200030904,200033421,Retail,,"Mar 1, 2015 7:36:17 AM",$53.98,$49.98,$9.00,$0.00,$5.00,7TF42372SR676811G,4.0000
200030905,200033422,Retail,,"Mar 1, 2015 8:39:17 AM",$46.99,$39.99,$7.00,$0.00,$0.00,00H85126K3760212D,3.0000
200030906,200033423,Retail,,"Mar 1, 2015 8:44:09 AM",$46.99,$39.99,$7.00,$0.00,$0.00,51D281674R9404930,2.0000
200030907,200033424,Retail,,"Mar 1, 2015 9:06:23 AM",$98.97,$68.97,$30.00,$0.00,$0.00,6F694742E74932422,5.0000
200030908,200033425,Retail,,"Mar 1, 2015 10:11:56 AM",$42.99,$39.99,$7.00,$0.00,$4.00,1LD36479DS1774355,2.0000
200030909,200033426,Retail,,"Mar 1, 2015 10:45:04 AM",$58.98,$49.98,$9.00,$0.00,$0.00,2F8133087X749302W,4.0000
200030910,200033427,Retail,,"Mar 1, 2015 11:49:47 AM",$46.99,$39.99,$7.00,$0.00,$0.00,08C539346Y272782L,2.0000
200030911,200033428,Retail,,"Mar 1, 2015 12:30:23 PM",$46.99,$39.99,$7.00,$0.00,$0.00,7RX618809S310632M,2.0000
200030912,200033429,Retail,,"Mar 1, 2015 12:45:48 PM",$101.98,$79.98,$30.00,$0.00,$8.00,1SM84423U5414403P,4.0000
200030913,200033430,Retail,,"Mar 1, 2015 2:04:15 PM",$50.19,$39.99,$7.00,$3.20,$0.00,9ED97394YJ487302S,2.0000
200030914,200033431,Retail,,"Mar 1, 2015 2:24:38 PM",$46.99,$39.99,$7.00,$0.00,$0.00,96506727BP599733E,2.0000
200030915,200033432,Retail,,"Mar 1, 2015 3:42:46 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1FF34297WB605123K,2.0000
200030916,200033433,Retail,,"Mar 1, 2015 4:39:25 PM",$46.99,$39.99,$7.00,$0.00,$0.00,31W32448VD953162R,2.0000
200030917,200033434,Retail,,"Mar 1, 2015 4:51:33 PM",$46.99,$39.99,$7.00,$0.00,$0.00,09F422260N0465935,2.0000
200030918,200033436,Retail,,"Mar 1, 2015 5:25:51 PM",$56.98,$49.98,$7.00,$0.00,$0.00,33G81143E8168073G,5.0000
200030919,200033437,Retail,,"Mar 1, 2015 5:30:00 PM",$56.98,$49.98,$7.00,$0.00,$0.00,4WR886010L646102N,4.0000
200030920,200033438,Retail,,"Mar 1, 2015 5:31:25 PM",$48.99,$39.99,$9.00,$0.00,$0.00,66H4938933148100K,3.0000
200030921,200033439,Retail,,"Mar 1, 2015 5:38:29 PM",$46.99,$39.99,$7.00,$0.00,$0.00,4YY01675WA492082C,2.0000
200030922,200033440,Retail,,"Mar 1, 2015 6:44:58 PM",$48.99,$39.99,$9.00,$0.00,$0.00,652941241N081803F,2.0000
200030923,200033441,Retail,,"Mar 1, 2015 6:58:32 PM",$46.99,$39.99,$7.00,$0.00,$0.00,70295414WA523203Y,2.0000
200030924,200033442,Retail,,"Mar 1, 2015 7:37:42 PM",$42.99,$39.99,$7.00,$0.00,$4.00,2J101693E5805092L,2.0000
200030925,200033443,Retail,4861,"Mar 1, 2015 8:27:02 PM",$89.98,$49.98,$40.00,$0.00,$0.00,5FR47749CD7732701,4.0000
200030926,200033444,Retail,,"Mar 1, 2015 8:43:08 PM",$48.99,$39.99,$9.00,$0.00,$0.00,5S018630XV275311M,3.0000
200030927,200033446,Retail,,"Mar 2, 2015 3:11:35 AM",$46.99,$39.99,$7.00,$0.00,$0.00,56W16617443048811,1.0000
200030928,200033447,Retail,,"Mar 2, 2015 3:16:45 AM",$93.98,$59.97,$40.00,$0.00,$5.99,0GR37686F7339802M,6.0000
200030929,200033448,Retail,4862,"Mar 2, 2015 6:34:36 AM",$42.99,$39.99,$7.00,$0.00,$4.00,4PJ7918537578363K,2.0000
200030930,200033449,Retail,,"Mar 2, 2015 7:29:17 AM",$58.98,$49.98,$9.00,$0.00,$0.00,06393231TB272783D,5.0000
